Date,Open,High,Low,Close,Adj Close,Volume
2023-05-31,560.000000,562.000000,551.000000,558.000000,546.893921,81176782
2023-06-01,550.000000,554.000000,550.000000,551.000000,540.033264,24477529
2023-06-02,559.000000,564.000000,557.000000,562.000000,550.814270,30206141
2023-06-05,560.000000,560.000000,555.000000,555.000000,543.953613,16827391
2023-06-06,554.000000,562.000000,553.000000,560.000000,548.854126,20228086
2023-06-07,561.000000,568.000000,560.000000,568.000000,556.694824,27604813
2023-06-08,562.000000,568.000000,555.000000,559.000000,547.874023,23080195
2023-06-09,561.000000,566.000000,561.000000,565.000000,553.754578,19091713
2023-06-12,574.000000,574.000000,571.000000,574.000000,562.575378,26392389
2023-06-13,593.000000,594.000000,589.000000,593.000000,581.197327,56174363
2023-06-14,590.000000,591.000000,587.000000,590.000000,578.256958,23583314
2023-06-15,590.000000,593.000000,587.000000,591.000000,581.949402,27392154
2023-06-16,590.000000,590.000000,584.000000,589.000000,579.980042,38128802
2023-06-19,583.000000,585.000000,582.000000,583.000000,574.071960,14346885
2023-06-20,579.000000,585.000000,579.000000,583.000000,574.071960,16221413
2023-06-21,582.000000,585.000000,578.000000,581.000000,572.102478,21703937
2023-06-26,576.000000,578.000000,574.000000,574.000000,565.209717,27142262
2023-06-27,570.000000,575.000000,569.000000,572.000000,563.240356,21501718
2023-06-28,579.000000,579.000000,571.000000,574.000000,565.209717,18175426
2023-06-29,578.000000,580.000000,570.000000,573.000000,564.225098,16937929
2023-06-30,570.000000,576.000000,568.000000,576.000000,567.179138,22654976
2023-07-03,578.000000,580.000000,576.000000,579.000000,570.133179,14785585
2023-07-04,585.000000,585.000000,580.000000,585.000000,576.041321,17219541
2023-07-05,589.000000,589.000000,579.000000,582.000000,573.087219,14913592
2023-07-06,573.000000,574.000000,565.000000,565.000000,556.347595,28564891
2023-07-07,565.000000,572.000000,563.000000,565.000000,556.347595,18796190
2023-07-10,567.000000,573.000000,565.000000,565.000000,556.347595,18454982
2023-07-11,574.000000,577.000000,570.000000,577.000000,568.163818,17850636
2023-07-12,574.000000,578.000000,572.000000,578.000000,569.148499,15588228
2023-07-13,587.000000,590.000000,585.000000,585.000000,576.041321,25442137
2023-07-14,589.000000,591.000000,587.000000,591.000000,581.949402,23121873
2023-07-17,588.000000,591.000000,587.000000,591.000000,581.949402,13807834
2023-07-18,587.000000,588.000000,580.000000,581.000000,572.102478,20932006
2023-07-19,584.000000,587.000000,579.000000,581.000000,572.102478,22499123
2023-07-20,580.000000,584.000000,578.000000,579.000000,570.133179,15108109
2023-07-21,560.000000,563.000000,557.000000,560.000000,551.424194,46711021
2023-07-24,557.000000,563.000000,557.000000,558.000000,549.454773,25268835
2023-07-25,561.000000,569.000000,561.000000,569.000000,560.286316,19590349
2023-07-26,569.000000,571.000000,563.000000,566.000000,557.332275,13314305
2023-07-27,570.000000,570.000000,566.000000,569.000000,560.286316,12200358
2023-07-28,569.000000,573.000000,565.000000,567.000000,558.316956,18540078
2023-07-31,575.000000,575.000000,560.000000,565.000000,556.347595,24208467
2023-08-01,565.000000,568.000000,564.000000,567.000000,558.316956,16259643
2023-08-02,567.000000,569.000000,558.000000,561.000000,552.408813,25583234
2023-08-04,556.000000,560.000000,552.000000,554.000000,545.516052,26279173
2023-08-07,558.000000,561.000000,556.000000,558.000000,549.454773,14369551
2023-08-08,558.000000,558.000000,551.000000,552.000000,543.546692,19010690
2023-08-09,550.000000,557.000000,550.000000,554.000000,545.516052,14389090
2023-08-10,552.000000,554.000000,550.000000,551.000000,542.561951,17892615
2023-08-11,556.000000,558.000000,546.000000,546.000000,537.638611,17608427
2023-08-14,540.000000,543.000000,537.000000,541.000000,532.715149,20939030
2023-08-15,543.000000,545.000000,540.000000,542.000000,533.699768,14066307
2023-08-16,541.000000,543.000000,536.000000,542.000000,533.699768,28269840
2023-08-17,540.000000,546.000000,537.000000,544.000000,535.669128,22843138
2023-08-18,540.000000,544.000000,539.000000,539.000000,530.745789,17592345
2023-08-21,544.000000,544.000000,534.000000,537.000000,528.776306,16633821
2023-08-22,544.000000,544.000000,538.000000,541.000000,532.715149,14594304
2023-08-23,546.000000,552.000000,544.000000,552.000000,543.546692,20636332
2023-08-24,563.000000,564.000000,558.000000,564.000000,555.362915,23280827
2023-08-25,549.000000,551.000000,546.000000,546.000000,537.638611,24144537
2023-08-28,547.000000,553.000000,547.000000,549.000000,540.592590,8991985
2023-08-29,551.000000,553.000000,546.000000,552.000000,543.546692,10516678
2023-08-30,558.000000,560.000000,554.000000,555.000000,546.500732,15117416
2023-08-31,553.000000,556.000000,548.000000,549.000000,540.592590,40431378
2023-09-01,543.000000,553.000000,543.000000,548.000000,539.607910,13669766
2023-09-04,549.000000,557.000000,549.000000,557.000000,548.470093,9531157
2023-09-05,553.000000,555.000000,550.000000,552.000000,543.546692,12220686
2023-09-06,556.000000,556.000000,550.000000,550.000000,541.577271,14067008
2023-09-07,546.000000,548.000000,542.000000,542.000000,533.699768,20717005
2023-09-08,535.000000,540.000000,535.000000,539.000000,530.745789,15283568
2023-09-11,539.000000,540.000000,536.000000,536.000000,527.791687,14631968
2023-09-12,536.000000,545.000000,536.000000,544.000000,535.669128,16028336
2023-09-13,545.000000,548.000000,541.000000,541.000000,532.715149,16191392
2023-09-14,544.000000,550.000000,543.000000,550.000000,544.597229,17144287
2023-09-15,549.000000,558.000000,547.000000,558.000000,552.518616,42517441
2023-09-18,548.000000,549.000000,540.000000,540.000000,534.695496,36684692
2023-09-19,539.000000,543.000000,538.000000,538.000000,532.715088,18901683
2023-09-20,536.000000,538.000000,535.000000,535.000000,529.744568,24635567
2023-09-21,530.000000,531.000000,526.000000,527.000000,521.823181,32012694
2023-09-22,523.000000,525.000000,522.000000,522.000000,516.872253,29049309
2023-09-25,522.000000,529.000000,522.000000,525.000000,519.842773,17116402
2023-09-26,521.000000,524.000000,519.000000,519.000000,513.901733,26392692
2023-09-27,517.000000,523.000000,516.000000,522.000000,516.872253,16846401
2023-09-28,523.000000,525.000000,520.000000,523.000000,517.862427,19733331
2023-10-02,530.000000,534.000000,528.000000,533.000000,527.764221,25427911
2023-10-03,528.000000,533.000000,528.000000,529.000000,523.803467,14490129
2023-10-04,521.000000,523.000000,519.000000,520.000000,514.891907,28358964
2023-10-05,523.000000,529.000000,523.000000,528.000000,522.813354,24945684
2023-10-06,530.000000,533.000000,529.000000,532.000000,526.774048,15336587
2023-10-11,542.000000,544.000000,540.000000,544.000000,538.656128,46639969
2023-10-12,545.000000,550.000000,544.000000,550.000000,544.597229,34161176
2023-10-13,550.000000,554.000000,548.000000,553.000000,547.567749,31123496
2023-10-16,546.000000,547.000000,542.000000,545.000000,539.646362,19875676
2023-10-17,550.000000,552.000000,548.000000,551.000000,545.587402,18364998
2023-10-18,549.000000,549.000000,540.000000,540.000000,534.695496,26418940
2023-10-19,540.000000,548.000000,540.000000,546.000000,540.636536,22881262
2023-10-20,549.000000,556.000000,546.000000,556.000000,550.538269,45984177
2023-10-23,552.000000,553.000000,543.000000,544.000000,538.656128,22747367
2023-10-24,543.000000,546.000000,540.000000,544.000000,538.656128,15007814
2023-10-25,544.000000,551.000000,544.000000,544.000000,538.656128,16526355
2023-10-26,530.000000,535.000000,530.000000,531.000000,525.783875,28188348
2023-10-27,534.000000,536.000000,532.000000,533.000000,527.764221,15679643
2023-10-30,531.000000,534.000000,528.000000,532.000000,526.774048,21404842
2023-10-31,535.000000,535.000000,527.000000,529.000000,523.803467,25667058
2023-11-01,533.000000,533.000000,527.000000,528.000000,522.813354,13603347
2023-11-02,536.000000,547.000000,535.000000,547.000000,541.626709,29401438
2023-11-03,547.000000,549.000000,545.000000,549.000000,543.607056,15426176
2023-11-06,553.000000,556.000000,550.000000,550.000000,544.597229,29215201
2023-11-07,552.000000,555.000000,550.000000,555.000000,549.548096,14777790
2023-11-08,550.000000,557.000000,550.000000,556.000000,550.538269,15314834
2023-11-09,551.000000,557.000000,551.000000,557.000000,551.528442,13165684
2023-11-10,555.000000,557.000000,554.000000,557.000000,551.528442,12994933
2023-11-13,579.000000,580.000000,571.000000,571.000000,565.390930,43866014
2023-11-14,576.000000,576.000000,571.000000,572.000000,566.381104,21568576
2023-11-15,583.000000,583.000000,575.000000,581.000000,575.292664,50305088
2023-11-16,581.000000,583.000000,578.000000,583.000000,577.273071,28291435
2023-11-17,579.000000,583.000000,579.000000,580.000000,574.302551,22031704
2023-11-20,576.000000,579.000000,575.000000,577.000000,571.331970,22010114
2023-11-21,582.000000,585.000000,581.000000,585.000000,579.253418,35921706
2023-11-22,576.000000,579.000000,574.000000,577.000000,571.331970,21969125
2023-11-23,574.000000,578.000000,574.000000,578.000000,572.322205,14486134
2023-11-24,577.000000,578.000000,574.000000,575.000000,569.351624,10058969
2023-11-27,573.000000,577.000000,568.000000,568.000000,562.420410,18528520
2023-11-28,565.000000,576.000000,565.000000,575.000000,569.351624,26343906
2023-11-29,578.000000,579.000000,570.000000,574.000000,568.361450,24868842
2023-11-30,576.000000,577.000000,570.000000,577.000000,571.331970,47192647
2023-12-01,573.000000,579.000000,573.000000,579.000000,573.312378,28051165
2023-12-04,582.000000,582.000000,571.000000,574.000000,568.361450,26847171
2023-12-05,571.000000,572.000000,567.000000,570.000000,564.400757,22229723
2023-12-06,568.000000,575.000000,568.000000,570.000000,564.400757,21518089
2023-12-07,570.000000,573.000000,566.000000,566.000000,560.440063,20840397
2023-12-08,574.000000,577.000000,570.000000,570.000000,564.400757,33507214
2023-12-11,572.000000,575.000000,570.000000,574.000000,568.361450,27378610
2023-12-12,580.000000,581.000000,575.000000,578.000000,572.322205,29403010
2023-12-13,576.000000,579.000000,576.000000,577.000000,571.331970,22977731
2023-12-14,581.000000,582.000000,579.000000,582.000000,579.294800,39409958
2023-12-15,585.000000,586.000000,580.000000,585.000000,582.280884,54323262
2023-12-18,579.000000,585.000000,577.000000,585.000000,582.280884,26122277
2023-12-19,588.000000,588.000000,580.000000,585.000000,582.280884,28254292
2023-12-20,587.000000,587.000000,583.000000,585.000000,582.280884,38121456
2023-12-21,577.000000,579.000000,575.000000,577.000000,574.318054,24923414
2023-12-22,582.000000,582.000000,579.000000,582.000000,579.294800,18690214
2023-12-25,582.000000,585.000000,580.000000,581.000000,578.299438,9548143
2023-12-26,583.000000,586.000000,582.000000,586.000000,583.276245,16094308
2023-12-27,587.000000,592.000000,586.000000,592.000000,589.248352,33401336
2023-12-28,592.000000,593.000000,589.000000,593.000000,590.243713,25514849
2023-12-29,589.000000,593.000000,589.000000,593.000000,590.243713,18416318
2024-01-02,590.000000,593.000000,589.000000,593.000000,590.243713,26059058
2024-01-03,584.000000,585.000000,576.000000,578.000000,575.313416,37106763
2024-01-04,580.000000,581.000000,577.000000,580.000000,577.304138,15309129
2024-01-05,578.000000,580.000000,574.000000,576.000000,573.322693,18158971
2024-01-08,582.000000,585.000000,579.000000,583.000000,580.290161,17761275
2024-01-09,588.000000,589.000000,583.000000,586.000000,583.276245,22501510
2024-01-10,581.000000,586.000000,580.000000,584.000000,581.285522,13037716
2024-01-11,586.000000,589.000000,583.000000,586.000000,583.276245,23997409
2024-01-12,581.000000,588.000000,581.000000,584.000000,581.285522,16496053
2024-01-15,590.000000,590.000000,585.000000,586.000000,583.276245,21143076
2024-01-16,581.000000,588.000000,579.000000,580.000000,577.304138,27223860
2024-01-17,583.000000,584.000000,578.000000,581.000000,578.299438,42592335
2024-01-18,586.000000,589.000000,585.000000,588.000000,585.266907,27209996
2024-01-19,625.000000,627.000000,614.000000,626.000000,623.090271,161106401
2024-01-22,633.000000,633.000000,623.000000,626.000000,623.090271,65168775
2024-01-23,629.000000,629.000000,622.000000,628.000000,625.080994,41072439
2024-01-24,628.000000,630.000000,624.000000,627.000000,624.085632,26635005
2024-01-25,635.000000,642.000000,633.000000,642.000000,639.015930,52243347
2024-01-26,644.000000,646.000000,639.000000,644.000000,641.006653,41153025
2024-01-29,646.000000,648.000000,644.000000,648.000000,644.988037,27825490
2024-01-30,642.000000,647.000000,642.000000,642.000000,639.015930,36161825
2024-01-31,634.000000,637.000000,626.000000,628.000000,625.080994,41277950
2024-02-01,625.000000,628.000000,619.000000,628.000000,625.080994,44946369
2024-02-02,633.000000,635.000000,628.000000,635.000000,632.048462,26334815
2024-02-05,645.000000,647.000000,638.000000,646.000000,642.997314,44017740
2024-02-15,709.000000,709.000000,693.000000,697.000000,693.760254,112945296
2024-02-16,697.000000,699.000000,683.000000,683.000000,679.825378,44232811
2024-02-19,674.000000,682.000000,674.000000,678.000000,674.848572,34408673
2024-02-20,675.000000,688.000000,675.000000,687.000000,683.806763,30166461
2024-02-21,678.000000,683.000000,678.000000,681.000000,677.834656,30564485
2024-02-22,695.000000,695.000000,685.000000,692.000000,688.783508,33145643
2024-02-23,701.000000,703.000000,696.000000,697.000000,693.760254,46448923
2024-02-26,700.000000,700.000000,695.000000,698.000000,694.755615,28798079
2024-02-27,700.000000,701.000000,691.000000,698.000000,694.755615,33006829
2024-02-29,691.000000,698.000000,688.000000,690.000000,686.792847,54368302
2024-03-01,697.000000,697.000000,688.000000,689.000000,685.797485,23390635
2024-03-04,714.000000,725.000000,711.000000,725.000000,721.630127,88861397
2024-03-05,735.000000,738.000000,728.000000,730.000000,726.606873,64403889
2024-03-06,718.000000,738.000000,717.000000,735.000000,731.583679,43687122
2024-03-07,755.000000,769.000000,754.000000,760.000000,756.467468,71817344
2024-03-08,795.000000,796.000000,772.000000,784.000000,780.355896,87139744
2024-03-11,768.000000,778.000000,761.000000,766.000000,762.439575,64759810
2024-03-12,757.000000,771.000000,754.000000,770.000000,766.420959,58110339
2024-03-13,785.000000,785.000000,777.000000,779.000000,775.379150,36754557
2024-03-14,779.000000,785.000000,770.000000,784.000000,780.355896,42010806
2024-03-15,771.000000,777.000000,753.000000,753.000000,749.500000,73316437
2024-03-18,754.000000,765.000000,754.000000,764.000000,764.000000,43589856
2024-03-19,758.000000,765.000000,755.000000,762.000000,762.000000,30152375
2024-03-20,764.000000,769.000000,752.000000,758.000000,758.000000,41280325
2024-03-21,773.000000,784.000000,772.000000,784.000000,784.000000,46026103
2024-03-22,788.000000,789.000000,775.000000,785.000000,785.000000,30660820
